,no,author,content,true-author
2196,00196,candidate00011, Thanks for remembering me. everythnig is well with you too! ,candidate00011
2197,00197,candidate00011," , I have spoken with yesterday concerning the status of this process. At that time, I had left messages with all three candidates, but was unable to reach them. Late yesterday afternoon, I received a call from Watson. I was impressed with his previous experience in trading and his educational background. He also had shown some innovation related to some projects that he worked on at JP Morgan Chase & Co. I would recommend scheduling for an interview. I did relay to him that we would contact him within a week. I will again call the other candidates. ",candidate00011
2198,00198,candidate00011," As you know, the Frontera status screen goes away at night, as the flat screens are taken down. You can find the same screen on the East Power Portal under Frontera Production Summary. Save the attached link if you dont have already. http://eastpower.dev.corp.enron.com/portal/default.aspx ",candidate00011
2199,00199,candidate00011," , I havent heard anything from Anadarko, but I am talking to several other players. There is a possibility that I will be relocating to Tampa Florida or possibly back to Oregon. Thanks for passing my info along and inquiring as to my situation. We still need to make time for that beer. I get out of work very early each day, as our trading opportunities are severely limited. I would like to pass on a couple of resumes from two of my friends that were released at . My friend has some solid accounting background and his wife worked in HR as a specialist. They are a Woodlands couple and would like to avoid that crappy drive to . I know that Anadarko is probably being swamped with resumes, but I didnt know if your department had specific needs that may match what has to offer. This guy is extremely detail oriented and capable. If you could review and pass these on, I would really appreciate it: this is my golfing buddy and he cant play anymore if he isnt working. Just kidding Tell me what is happening with you. ( I still dont miss Koch, but I miss working 8 - 9 hour days!). I think that Eiben has been long gone from . I had been looking for him before the layoffs, but hadnt been able to find him in the voice directory, etc. Call or e-mail and I will meet at Buffalo Wild Wings or somewhere else. We dont have to talk about work.....no, lets not talk about work! Thanks, ",candidate00011
2200,00200,candidate00011," A reminder, I am 55 mws long for hours 23 & 24 today. This has been scheduled into the North Zone. If you sell make sure that you cut the Enpower deal and make the appropriate entries in the Portal. Enpwr deal 834600 is the sale to North Zone. The Ercot Asset desk is long 5 mw's for the offpeak hours at $9.20. The Enpwr deal number is #836534 If you sell hours 1-6, cut this sale to Ercot Imbal and replace with the appropriate counterparty under Hourly Ercot book. We will leave Additionally, Frontera needs to sell the following: hour ending 4 - 30 mw's he 5 - 30 mws he 6 - 85 mw's Put these purchases/ sales in the Teco Services book. I have sold them the power swap where I sell them 100 mw for 7&8 ($25). I then pay the pool price. If prices somehow appear that they will be greater than $25 for these hours, please cover and schedule to the South Zone The Swap went very well today, since we had a physical position: Although the physical may lose $1500, the financial swap will make $17,000. Here's how it works: When you buy balday, you buy fixed ($30) and sell floating (Ercot Pool) Today I sold fixed ( $37) and bought floating. The floating components cancel and we are left with a $7 margin. Call if you have questions. ",candidate00011
2201,00201,candidate00011," Stewie: I agreed to stay through the end of the year (February) to get this project off of the ground. What I get in return is the responsibilty of trading around our assets in Texas, a 500 mw unit, Frontera, and a 100 mw heat rate call from the City of . I have asked that these responsibilities be officially committed to writing. It is too late in the year for me to move to Portland, get out and make a contribution for the summer. These guys are in terrible shape here, and I am needed. I report to , who is a great guy. I am working with -Smith, who is the Ercot Term trader. He has agreed to share some of his knowledge with me and I am spending time with the gen group to learn more about the steel. I will be working with Miller and Smith (weeeeeelllll?) This was the best option for me at this time, and also for the company. I will be leaving the main office in February, whether it is with or not. I would prefer to stay with the company, as my options are worth zero at the moment. We still want to return to Portland, but right now I am needed here. Thanks for checking. Let me know when you are coming down, but dont bring your sweater. things are going well for you and your group. I'll give you a call later and tell you what's what. (hey, I never used to say that - you were stereotyping). Later, ",candidate00011
2202,00202,candidate00011," Joe, I need some help on the schedule for September 20th. Olinde is on vacation this day. I intended to cover for him, but I am now trading the dailies for Frontera. I will not be able to cover the RT shift. I know that you are working alot of days before then, but I would appreciate your help. Thanks, ",candidate00011
2203,00203,candidate00011, needs to be set up with a certificate for the Ercot Portal. Is there a form I need to fill out for this? ,candidate00011
2204,00204,candidate00011," When: Monday, September 17, 2001 11:00 AM-11:30 AM (GMT-06:00) Central Time (US & Canada). Where: 3112f - 's desk *~*~*~*~*~*~*~*~*~* ",candidate00011
2205,00205,candidate00011," , Would it make sense to press our EES/West Point guys to a decision? We should express that we want to hire internally, however, we do have external candidates that we are considering. The Reliant guy, Ryan , was a good interview and seems to have something positive to prove. I believe that HR has some specific questions that they wish us to ask regarding his employment at Reliant. Also, EES is petitioning for me to let Watt's go right now. I have indicated to Terry that mid July would be preferable due to our being already short staffed. Let me know your thoughts on this when you get the chance. I will be out of the office for half day Friday and all day on Monday. Thanks! ",candidate00011
2206,00206,candidate00011," , Frontera did agree to do the financial swap for tomorrow. I am really excited about getting this product off. I guess we need to follow up with the swap papers now. Here are some things that we proposed to Frontera: September 20th - I suggested selling October at $24.75. This was a 10.72 heat rate. I had to take off for an trip and took over for me in trying to get them to transact. Power moved down, but so did gas, The heat rate was the same, but they still didnt want to transact as power moved down to $24.75. Power reached low of 10 heat rate for October recently - it is currently 10.2. I suggested early this week in selling balance of the week at a 10.5 heat rate. The dailies have been now liquidating as low as 8.9 hr. August (late) - proposed selling 12.7 heat rate in September . They didnt want to because they wanted to liquidate in the daily market. This didnt work out. On a daily basis, Frontera has a problem making timely decisions. For example, I give them gas prices and daily prices. They say that they would like to stay offline for the next day. I tell them that I will bookout my option. They call back later and say that they would like to run. Bids are now $2 less for my option and the prices they receive for their ramp up and onpeak schedule are horrible. On Tuesday, I suggested selling a $24 call option for October for a $1.25 premium. This would have at least brought in $23,000. They werent interested in this idea. I communicate my feelings on the market very early. If they could react quicker, I would smack the first bids that showed their faces, including EOL. I could have taken out 200mw's in a simultaneous trades several times over the last two weeks. has some other instances that he would like to relay. He will be sending another e-mail. This relationship, although not initially profitable, has allowed us to develop other relationships that would not have otherwise been possible. I dont really want to lose the job. We are providing some outstanding support, in my opinion. The thing that weakens our case is that Ercot is not providing the appropriate settlement details that would help illustrate our case on the OOM payments. The settlements extract, as I learned on my trip, is key to explainnig this value. The OOM value itself is well over $200k. Good luck! ",candidate00011
2207,00207,candidate00011," , Cammi Mursch has asked for an e-mail from authorizing an extension. Can we do this? Thanks, ",candidate00011
2208,00208,candidate00011," The ST ercot book is long 30 mw's in the offpeak hours for Monday. We would like to sell these mw's at a reasonable price that is left to your judgement. If prices look to be potentially negative, of course, sell the mw's. Give me a call if you have questions, preferrably before 10 pm. Thanks, ",candidate00011
2209,00209,candidate00011," , I just received this from . I dont want to cause any double coverage by HR, so you might want to check with . Thanks! ",candidate00011
2210,00210,candidate00011," , I am planning on attending this settlements deal; we plan on meeting Patterson there. [Forney, M.] I am planning on attending ",candidate00011
2211,00211,candidate00011," Thanks for asking - things are still pretty tough here, but I determined to make it work. I am a Director now - would your management be concerned about that?- just curious. ",candidate00011
2212,00212,candidate00011, The internet address for the Ercot Portal: https://portla.ercot.com ,candidate00011
2213,00213,candidate00011," For all that have missed the floor meeting, we have been downgraded to ""junk"" status, ending our merger plans and crushing our stock price. A likely scenario would have us declaring bankruptcy within a few days. Payroll is said to be funded until the end of the month, at least. If bankruptcy is filed, payroll should be covered. Another very real option is that the trading floor could be parcelled and sold to an outside company. There are discussion underway that deal with this possibility. Currently, we are not trading. We need to continue to report to work and keep a log of Real Time prices. Continue to update the Hourly Prices sheet for a record of prices. We may need these prices as support for liquidated damages. More counterparties will be defaulting and cutting schedules. Please make note of such cuts and prepare to bill LD's. We have prepared a cut log for this purpose. ",candidate00011
2214,00214,candidate00011," Stewie, How is it going with baby Wolf? I want to make sure everything is ok before I call him. Done any good deals lately? At least tell me about hiking. ",candidate00011
2215,00215,candidate00011," Please see the attached. Remember that we are planning on buying hour ending 7 (50 mw's). So, we wont actually generate 250's as the schedule indicates. Alex will take care of this tonight. Prices for the weekend look like: onpeak $20.75 offpeak $ 12.25 gas $2.06 This doesnt look too good for the weekend run. Let me know what you need to do. Thanks, ",candidate00011
2216,00216,candidate00011," The Resolution desk has given me the password. However, was not set up in deal blotter under North America, East Region. I have since submitted another E-request for . The reason is, he cannot log onto blotter or create deals under his name. Can you watch out for this? ",candidate00011
2217,00217,candidate00011," i have notified Presto that I will be looking internally. i am talking to portland, as they want me back. i have been moved to the Texas region to supply the Texas Choice and EES customers on an hourly basis. I would manage this desk and, once again , have an hourly crew, much the same as I did in California. That is not the job I signed up for when I moved 3,000 miles to . I have already been there, done that and I am not pleased about it so far, but it will be allright. If I did this job, it would become a big success and then I would have to hear about how lucky I was. I'll keep you posted......it's shit like this that keeps work interesting. ",candidate00011
2218,00218,candidate00011," We understood, at the time, that the test was going well. This is Frontera's test to continue to bid in replacement and non-spin. ",candidate00011
2219,00219,candidate00011," Until further, it is best to avoid long positions in the morning hours that are to liquidate against the balancing market. The downside is $1000 and the upside maybe $10. Thanks, ",candidate00011
2220,00220,candidate00011, http://www.co.montgomery.tx.us/webwiz/wwiz.asp?wwizmstr=WEB.CRT.STATEMENT&V1=00.9715.23.04800 ,candidate00011
2221,00221,candidate00011," TJ, Could you tell me what my balance is for vacation days? Also, I dont think that I have signed up for the floating holiday yet. Would this balance reflect that? Thank you! ",candidate00011
2222,00222,candidate00011," , I left a message for you today concerning your e-mail. Do you still need someone? I would like to ask you some specific questions again, so give me a call. I am at 3-7160. Thanks, ",candidate00011
2223,00223,candidate00011," just to double check; the meeting is now on Monday, right? ",candidate00011
2224,00224,candidate00011," The latest from Frontera: They will not run unless we receive an OOME. Call me if you need to, but call before 10pm. ",candidate00011
2225,00225,candidate00011," , we often trade with EPMI, as they may be the best bid on any given day. So, the language should apply. Thx, ",candidate00011
2226,00226,candidate00011," Dahlke, I purchased a gas deal, 10,000 mmbtud - HSC for 7/10-7/31 for $3.15. I bought this through G-S. Wont you take the final prints for each day and calc profitability for me, or how do you do this? Please give me some money ",candidate00011
2227,00227,candidate00011," Carmen, Please note that my employee's correct name is Alex McElreath. It was mispelled below. Thank you, ",candidate00011
2228,00228,candidate00011," Greetings: For tonight, Frontera is long 85mw's hour ending 2300. We need to sell this under the Teco Services book. For tomorrow Frontera needs to sell: hour ending 4 - 30 mw's hour ending 5 -30 mw's Enter a purchase from Frontera (Teco services book) enter the same price as you sold for. Enter the sale (Teco Services). I am also selling Frontera 200 mw's for hour ending 7 and 50 mw's hour ending 8. I am selling this position for $26.04. I will be short the Imbalance price during this time. If you can buy below $26.04 for this time period, do so and schedule to load in the South. I am long into the North Zone as follows : he 1-6, 40 mw's he 23&24, 55mw's I am long under deal #834600 If prices appear to weaken, sell these mw's for 1-6 and cut this Ercot Imbalance deal by same. This deals should be listed under Ercot Asset. Thanks, ",candidate00011
2229,00229,candidate00011," , apparently an imbalance deal was entered under Teco services and the mark to market flag was not removed. I show negative new deal value for Teco Services, when I sold above the curve on their behalf. I assume this is the reason for the negative new deal value. The deal has been revised, as it was to be a temporary placeholder anyway. This imbal. sale deal will be taken to zero and resold to another counterparty tonight. I ever get a true up for the negative new deal value? ",candidate00011
2230,00230,candidate00011," Linus, can you give me the info for a New Power contact? jmf ",candidate00011
2231,00231,candidate00011," Sure, I am online everyday. I get in about 6 am, usually putting the numbers on at 6:30. I start with hr ending 8-22 and change to 9-22 usually when the first interval of he 9 is printed. This is at my discretion. You may post a limit order (either a bid or offer) that covers mine and transact online. You wont necessarily be trading with me, another counterparty can lift your offer or hit your bid. Let's trade it up!!! ",candidate00011
2232,00232,candidate00011, https://portal.ercot.com/PORTAL.ERCOT.COM:9999/hrnp$30000/PORTAL.ERCOT.COM:9999/Action/26011[portal] ,candidate00011
2233,00233,candidate00011," , I should have been more specific; is working at the Ercot ISO, near Texas. His e-mail address is below. 'bhunsucker@ercot.com' Thanks, ",candidate00011
2234,00234,candidate00011, HOW WAS THE TRADITION COURSE? ARE YOU GOLFED OUT YET? I DIDNT DO ANYTHING SATURDAY NIGHT. ,candidate00011
2235,00235,candidate00011," I have sold Frontera the following: he 7 - 200 mw for $26.04 he 8 - 50 mw for $26.04 Please transfer this imbalance amount to me. See deal no's 835119 & 835120. Thanks, ",candidate00011
2236,00236,candidate00011," I have sold Frontera a financial swap for $28.50 for hours ending 7-12. The first 3 hours are for size (300 mw's). I would buy hours 7-9 tomorrow for up to $20. I could buy up to the 300 mw's. Schedule this to load in the North. I could also use 200 mw's for he 10 and 150 mw's for he 11. Calpine has had an offer recently for hours ending 7-9. If you have questions, please give me a call, as this is a very important issue. Words of advice: Dont go into the market with a $20 bid for 300 mw's. Quietly accumulate these mw's if possible. Do not tip your hand on this deal, as that would contribute to spiking RT prices. Thanks, ",candidate00011
2237,00237,candidate00011, Please see the attached site. The logon for this is: ljester password is: 38zpzz http://oasis.ercot-iso.com/index.html You can copy existing Oasis requests or create new. ,candidate00011
2238,00238,candidate00011," Jerry, Please see the attached . As I mentioned, I will be out of the office visiting Ercot tomorrow. Thanks, ",candidate00011
2239,00001,candidate00012," , thank you very much for the invite, but I will not be able to make it. I know it will be fun time for everyone. Thanks. ",candidate00012
2240,00002,candidate00012," and Teb, I heard you were interested in joining us tomorrow at teh SoCal Needles meeting. Just wanted to send you the information below and let you know we have you covered for lunch as well. Look forward to seeing you tomorrow. Thanks. ",candidate00012
2241,00003,candidate00012," and , here is our first pass at information on the branchline curtailment for the marketing meeting tomorrow. We can use this for our discussion at 1:30. , we will call your office at 1:30. Thanks. ",candidate00012
2242,00004,candidate00012," , this is great. This report was a big hurdle for us. I will check with the team on how it is working. Thanks for all your support as we go forward in our Business Objects training. Thanks. ",candidate00012
2243,00005,candidate00012," , I apologize. Your right. The imbalances are short to the pipe. To be sure we are all on the same page. All the deliveries off of NNG on this report took more gas than scheduled and the receipts gave us less than scheduled. Thanks. ",candidate00012
2244,00006,candidate00012," , no problem we can call you in for your part only. I do not have any more detail at this time, but if we get some before the 29th I will pass it on to you. Thanks. ",candidate00012
2245,00007,candidate00012," , please coordinate any testing for the Customer teams for NNG and TW with Bodnar. Thanks. ",candidate00012
2246,00008,candidate00012, FYI. Thought you would be interested since most of you have worked with over the years with the NBPL interconnects. Thanks. ,candidate00012
2247,00009,candidate00012, FYI. Thought you might be interested in seeing this. all is well. Thanks. ,candidate00012
2248,00010,candidate00012, Attached is an updated list of questions after everyone's input. I would like to discuss the changes with you after 's staff meeting. Appreciate everyone's input. Thanks. ,candidate00012
2249,00011,candidate00012," , I appreicate your feedback and closure on these items. It helps us to build that confidence that the systems are working correctly instead of being left in ""limbo"" and coming up with your own conclusions. Thanks. ",candidate00012
2250,00012,candidate00012," , I had to change from to on your reviewers. I will still visit with since you did put her name down. Thanks. ",candidate00012
2251,00013,candidate00012," , FYI. I had pull this info together for me when we were justifying moving reservation billing by one day. This will need to be talked about for July billing of June production. Thanks. ",candidate00012
2252,00014,candidate00012, FYI. Is this the same on NNG and TW? Thanks. ,candidate00012
2253,00015,candidate00012, FYI. Thought you would like to see this. Thanks. ,candidate00012
2254,00016,candidate00012," , following are the questions you asked and my answers. Please give me a call if you have any questions. (713-853-7637). 1. Number 4 is still a little fuzzy. Does Demarc Deferred get allocated during the same cycles as Demarc? Answer: Yes 2. Seems unlikely since Demarc Deferred is a storage point and storage is allocated at a different time? Answer: A transportation delivery directly to Demarc Deferred is a part of the Demarc allocation. When NNG looks at a storage allocation, we review all the injections (or withdrawals) at the storage point. The two referenced allocations are done seperately, but during the same cycle. 3. If we were nominating our Firm from to Demarc Deferred where would our customers pull from? Answer: Customers can pick up gas at Demarc Deferred 4. The storage that is offered by NNG's park and ride is at what location? Demarc or Demarc Deferred? Answer: Demarc Deferred Hopefully this helped. Thanks. ",candidate00012
2255,00017,candidate00012," , I would like to give all four tickets to for this round since you will be spending time with next week at the Winter Ops meeting. catch you on the next round. come by and get the tickets. Thanks. ",candidate00012
2256,00018,candidate00012," I want to thank all of you for your efforts yesterday to help our customers get their business taken care of on the pipes. It looks like we will be in the same mode of operation at least through this morning. Please make every effort to contact your customers and let them know they can get into Hottap through URL: www.hottap.enroncorp.com If they are having problems accessing Hottap, give them the pertinent information they need to do their ""next cycle"" business (ie. schedule quantity info). Let's be proactive and help the customers through this frustrating time. I also appreicate everyone staying around until 6:00 last night. It is good to work with a group that is willing to help out where possible. Also, Toby thanks for your ""hours"" of work on sending out the emails to our customers to let them know what our plans were. Thanks. ",candidate00012
2257,00019,candidate00012," , thanks for your help and quick response. ",candidate00012
2258,00020,candidate00012," , I did not see your name. 't you usually approve these? Thanks. ",candidate00012
2259,00021,candidate00012," , let's discuss changes I need for my presentation tomorrow. Thanks. ",candidate00012
2260,00022,candidate00012," , we still have White on the attached form. Can you work with Terry to remove 's name and add 's? Thanks. ",candidate00012
2261,00023,candidate00012," and , I need: Which date each of you want: Who you are taking (name) Company Name they are representing Thanks. ",candidate00012
2262,00024,candidate00012," FYI. Wasn't sure if I had sent this to you., Thanks. ",candidate00012
2263,00025,candidate00012," Terry, would you please check with all the teams to day to ensure they have talked with their customers about the scheduled quantities reports. Thanks. ",candidate00012
2264,00026,candidate00012," , I just found out this message did not go. I am trying again. Thanks ",candidate00012
2265,00027,candidate00012," Is the volume at the inlet and outlet of Bushton factored into any MDQ total? Gerry if you are not the person to help us on this, please let me know who. Also in talking with Darveaux she said if you use the same contract at the inlet and outlet of Bushton, you DO double your MDQ. Therefore, if you have 10,000 MDQ you can only nominate 5,000 to inlet and 5,000 at outlet. Gerry, can we run a quick report to see if there are any contracts that are identical on the inlet and outlet of Bushton? If she is right, then we have NOT had anyone nominate on the same contract. If I have confused you, let's discuss. Thanks. ",candidate00012
2266,00028,candidate00012," , did you get my message about possibly going to LA? Looks like I am going unless cost is ridiculous. Attached is the hotel I would stay in for Wed. night and possibly Thursday night, depending on what you find out with flights. Let me know. Thanks. ",candidate00012
2267,00029,candidate00012," , I wanted to say ""Thank You"" for your time and effort given to our new employees as they toured your facilities in Vidor on Tuesday, September 25. I know it was the first time most of them had been to a compressor station and they found it very interesting. This was one step in our efforts to help them match the Physical world (Operations) with the Paper world (Nominations, invoices, etc). Please pass on my ""Thanks"" to the others that contributed to this educational process. Blair ",candidate00012
2268,00030,candidate00012," , LA was Socal mtg. San was Interconnect mtg Omaha was mtg on Bushton and SLA mtg,. Thanks ",candidate00012
2269,00031,candidate00012, here is the spreadsheet I was talking to you about. Sorry I failed to put your name on here. Thanks. ,candidate00012
2270,00032,candidate00012," , I hope you surgery goes well. Very good memo on keeping the team and management informed. Keep up the good work. Thanks. ",candidate00012
2271,00033,candidate00012, I appreciate your input. All the other teams voted for meeting at 2:00 p.m in the afternoon. So that is probably what we will go with. Thanks. ,candidate00012
2272,00034,candidate00012," and , you two can have the tickets. you need to discuss which night each of you want and let me know. Thanks. ",candidate00012
2273,00035,candidate00012," , Dari said she would make the letter 8,625. Thanks. ",candidate00012
2274,00036,candidate00012," , thanks for the update. Please keep me posted if we are not going to meet Wed. dead line. Thanks. ",candidate00012
2275,00037,candidate00012," , would you please work with Holmes and Jerry Medeles to capture all of the system enhancements we have made on NNG since last years meeting. Thanks. ",candidate00012
2276,00038,candidate00012," , I would like to buy one of the cards. Please let me know what Ineed to do to purchase one. Thanks. ",candidate00012
2277,00039,candidate00012," , this is the letter from that you were looking for. Thanks. ",candidate00012
2278,00040,candidate00012," , looks good to me. I am ready for you to send to Drew. Thanks for doing this. ",candidate00012
2279,00041,candidate00012," , Gerry, Raetta and , here are the questions and answer as I recall from the conference call today. Please let me know of any changes or corrections and I will make them then send to Power. , here are the questions and answers that we promised you from the conference call on Tuesday, November 6. Please review and let or I know if you need any clarification. 1. What fields can be changed on a nomination and the nomination still keep its flowing gas rights from the previous cycle? Answer - (1) QUANTITY volume equal to scheduled amount or volume lower than scheduled amount (2) RANK changed to a different number 2. Where can I find information on Imbalance Tiering in relation to mandatory monthly cash out? Answer - Tariff Sheet 267.D & E (Raetta, so you agree?) 3. What points are in the grouping to determine a demarc allocation? Answer - (Trailblazer) and demarc are the only two points in the group 4. If Virgina Power is transporting gas to demarc and demarc is allocated, can Power switch their nomination to demarc deferred delivery and keep their gas flowing? Answer - The field Receipt to demarc deffered delivery IS included in a demarc allocation because the transport tied to this storage nomination is physically coming from the field to the market area. ( we may not have been clear on this comment on the conference call) ",candidate00012
2280,00042,candidate00012," Attached is the spreadsheet Raetta put together after receiving all of the billing information to review the parties involved in the 3.0 bcf long to the pipe position on NNG for October, 2001. If you have any questions, let Raetta or I know. , the Pinnacle Natural Gas imbalance is the 5,000/day balancing Pinnacle is allowed before volumes go to park and ride. Thanks. ",candidate00012
2281,00043,candidate00012," , thanks for the update. Please let me know how the session goes. Thanks. ",candidate00012
2282,00044,candidate00012," , can you work with the Adams and let's get this resolved? Thanks. ",candidate00012
2283,00045,candidate00012," Terry, what are your thoughts on these enhancements? Thanks. ",candidate00012
2284,00046,candidate00012," Ricki, FYI. I gave the tickets for July 12th. I will get you the info from for the 13th. Thanks. ",candidate00012
2285,00047,candidate00012," Randy, did we have problems this weekend? Thanks. ",candidate00012
2286,00048,candidate00012," , can you please review and make sure has all our people plus associates on the distribution list. Thanks. ",candidate00012
2287,00049,candidate00012," , tell me what you need and I will be glad to approve this request for . Thanks. ",candidate00012
2288,00050,candidate00012," If I understand correctly we will make the change for January 1, 2002. Do NOT change anything for 2001. Is that right ? Thanks. ",candidate00012
2289,00051,candidate00012, Have you guys seen this email? Just wanted to be sure you had. Thanks. ,candidate00012
2290,00052,candidate00012," I have 4 tickets for the Astros game on Thursday,July 12 and 4 tickets for Friday, July 13th. Does anyone have a customer they would like to take to the game either one one of those nights? Please let me know ASAP. Thanks. ",candidate00012
2291,00053,candidate00012," , just wanted to recap a couple of things going on. If something comes up tomorrow, please don't hesitate to page me. We can visit Monday about finalizing the presentations on the TW Customer meeting. Thanks. 1. Documentation of Plainview allocations procedures - Bodnar is building based on the existing requirements 2. Bushton upstream supply issue - Terry and are working with McCarren to ensure all departments (Marketing, Legal, Regulatory, Gas Logistics) have the same procedural understanding 3. TW Customer Meeting - Met with today and everything is in order except for you and I deciding who is presenting which topics. 4. Enduser Measurement issue and MidAm measurement issue - , Darveaux and Semin are putting together recommendation. and I are working with . 5. Third Party storage procedures and implementation on Transok - Bodnar/ Greaney are working with , and Transok. Purchase for three days (Nov. 2, 3, 4) for a total of 50,000 mmbtu. 6. EDI Confirmations with the ElPaso Pipes - Draemer 7. Aberdeen allocations - and I have been working with and North team 8. LSP overrun issues - Bodnar/ Miller/ Johanson 9. TW possible tariff filing on imbalances in relation to constraint areas - Lindy Donohoe/Terry/Teb 10. SLA Settlement - and I working with and McGowan 11. Beaver Assets Sale - and I working with Stage and group 12. Strangers Gas Review - I am working with Darveaux 13. Demarc Presentation to Power - I am working with Mercaldo (11/6/01) 14. Presentation to Measurement group on Gas Logistics function - 11/14/01 I am presenting 15. Issue with Solution Center on common drives - Terry Kowalke ",candidate00012
2292,00054,candidate00012," and Raetta, do you agree with Dari's comment? Thanks. ",candidate00012
2293,00055,candidate00012," This message was sent automatically by Microsoft Outlook to inform you that you have been designated as a delegate. You can now send messages on my behalf. You have been given the following permissions on my folders: Calendar: Reviewer (can read items) Tasks: None Inbox: None Contacts: None Notes: None Journal: None To open folders for which you have permissions, point to Open on the File menu, and then click Other User's Folder. You must be running Microsoft Outlook to do this. ",candidate00012
2294,00056,candidate00012," Ricki, that sounds great. Would you please take care of this? Make it from Gas Logistics? Thanks. ",candidate00012
2295,00057,candidate00012," I talked with Delaine today to firm up our meeting on the 29th. Here is the plan. 11:30 - 12:00 - Lunch in the building ( can you get Trebeards) 12:00 - 4:30 - Discuss: Midcontinent Market Center I/C at Bushton Points that are on the wrong OBA Imbalances on the Gathering OBA American Processing Issues () Let me know if we need to add anything else or have any quetions. I think this will take the majority of the afternoon. , please get us a room (preferrably 4102) for the afternoon. ",candidate00012
2296,00058,candidate00012," Raetta, if we could have an update before I go to Omaha next Monday I would appreicate it. We are meeting with Marketing and the new morning report format is one of the topics. Thanks. ",candidate00012
2297,00059,candidate00012, FYI. Any changes you want to make are OK with me. Thanks. ,candidate00012
2298,00060,candidate00012," , just wanted to be sure we had the coverage on the team for October while you are testing? Do we need to address any concerns? Thanks. ",candidate00012
2299,00061,candidate00012, Good point. Thanks. Should we tell HR that so they are straight on what each company is doing? Just a thougt. Thanks. ,candidate00012
2300,00062,candidate00012," , I would like for us to discuss this issue. Normally we do not ""settle"" on these type of issues. I want to be consistent with how we have treated other shippers when we have found errors in the system. Doesn't mean we can't do a settlement, we just don't want it to back fire on us. , please set up some time on Thursday for , , , and I to visit. Thanks. ",candidate00012
2301,00063,candidate00012," Please read the note below and let's all make an effort to ensure Omaha can hear us in the Morning Meeting. If you have any questions, let me know. Thanks. ",candidate00012
2302,00064,candidate00012," Since we are all moving at different times, we have declared this week to be ""causal week"" to accomodate cleaning out files, desk, etc. The more we clean out now, the easier it will be to move to our final destination. We appreciate everyone's efforts to accomodate the move as best we can. Please let , , , , or I know if you have any questions. Thanks. ",candidate00012
2303,00065,candidate00012," Randy, what is the status of the OBA? Thanks. ",candidate00012
2304,00066,candidate00012," , let me know what kind of feed back you get. Thanks. ",candidate00012
2305,00067,candidate00012," I talked to with ENW and told her I would pass her concern on to the regulatory and marketing group. That seem to make her feel better anyway. We are working with her and other customers as needed to help them through the Timely process for the first. At this time we are not planning on extended the Timely deadline, but we will revisit that decision as we get closer to 11:30. Thanks for everyones support and help. ",candidate00012
2306,00068,candidate00012," Deb, yes I need to know who is attending and how many. I will ensure we get you the handouts for Omaha ahead of time. I will also send them to Minneapolis if there are any Marketers attending there as well. Thanks for your help. ",candidate00012
2307,00069,candidate00012," We finally found the right person in the KN Energy organization for the 18 dth Obligation. KN will nominate today for Gas Day 26th going forward. We told KN that they will have a penalty of $25.00 per dth for each day they did not nominate. 18 dth x 25.00 = $450/day x 3 days = $1350. We also told them we have been leaving messages since Saturday. We left messages at 3 different offices. KN admitted to seeing the posting but ""did not understand"" the obligation and they did not call for clarification. If you have any questions, please let (Ext. 7429) or I (Ext. 7637) know. Thanks. ",candidate00012
2308,00070,candidate00012," There are several things we need to discuss on Monday: Schedule for not working weekends, but making up that time on evenings during the week. Mastio study letter Oneok Meeting Shift Differential communication to teams - By payperiod vs by month Winter Ops presentation I did not want to forget these items. Thanks. ",candidate00012
2309,00071,candidate00012," and Terry, can you work with the teams to get 's name off of the daily update list. She is trying to minimize emails she gets on her blackberry. If you can think of any other lists, let me know. (What about the Bushton info, is she on that list?) Thanks for the help. ",candidate00012
2310,00072,candidate00012," Just a reminder to let everyone know is out of the office on vacation this week. She will be returning on Monday, July 9th. If you need administrative assistance, please call Brown. Thanks. ",candidate00012
2311,00073,candidate00012," Yes, we will reschedule Team Leader Meeting. Thanks. ",candidate00012
2312,00074,candidate00012," Tangie, I had a call from Delaine yesterday and she and several others want to come down the week of August 20th to clean up all issues. I said let me know who is coming. She is sending me a list. Hopefully we can resolve this at that time. Does that work for you? Also, are you here that week of August 20? Thanks. ",candidate00012
2313,00075,candidate00012," Terry, I agree. Let's let them know. Thanks. ",candidate00012
2314,00076,candidate00012," , I was in the office all this pay period. Thanks. ",candidate00012
2315,00077,candidate00012," , I am assuming you are aware of this. In case you weren't, I thought I would pass it on. This is 's address. Thanks. ",candidate00012
2316,00078,candidate00012," Toby, please post the attached notice to the WEB under Critical Notices. TW team, please talk with your shippers to let them know the posting is out on the WEB even though they are getting an email. Thanks. ",candidate00012
2317,00079,candidate00012," and , here is a high level recap of the presentation I am giving Marketing on Tuesday. I would appreciate any thoughts or concerns you may have. Maybe we can discuss at the 1:30 meeting Monday. Thanks. ",candidate00012
2318,00080,candidate00012," , I have review the IP/TV anti trust and sent that to Frazier . Some of the others may have done the same. You might call Frazier and see who is still on his list of these people. And if my name pops up let me know. Thanks. ",candidate00012
2319,00081,candidate00012," Wanted to pass on the presentation SoCal gave at the Nov. 18th meeting in Los Angeles. If you have any questions, I would be glad to visit with you about the contents. Thanks. ",candidate00012
2320,00082,candidate00012," , thank you for the update. , just an FYI to keep you in the loop on working from home issues. Thanks. ",candidate00012
